view_id,view_name,content_url,workbook_id,workbook_name,project_name
057a7876-7638-4394-8be5-301780035352,Evolucion Cola General,CX_Wise_Chats_MX-COV2/sheets/EvolucionColaGeneral,9e570532-759d-4404-b7b3-fddcec93f33f,CX_Wise_Chats_MX/CO,CX Wise Chat OUT
4a841c88-1ef6-472e-a43c-35a0e66287d0,Fichadas General,CX_Wise_Chats_MX-COV2/sheets/FichadasGeneral,9e570532-759d-4404-b7b3-fddcec93f33f,CX_Wise_Chats_MX/CO,CX Wise Chat OUT
cea02ef6-5bf3-4d28-8596-a97605be7597,Flujo de casos,CX_Wise_Chats_MX-COV2/sheets/Flujodecasos,9e570532-759d-4404-b7b3-fddcec93f33f,CX_Wise_Chats_MX/CO,CX Wise Chat OUT
5fa2a734-5e43-4e7f-9074-83f2fca76490,ResumenActividad General,CX_Wise_Chats_MX-COV2/sheets/ResumenActividadGeneral,9e570532-759d-4404-b7b3-fddcec93f33f,CX_Wise_Chats_MX/CO,CX Wise Chat OUT
4c384b1d-dd94-4050-9de7-000df6b44043,ResumenGeneral,CX_Wise_Chats_MX-COV2/sheets/ResumenGeneral,9e570532-759d-4404-b7b3-fddcec93f33f,CX_Wise_Chats_MX/CO,CX Wise Chat OUT
e90524e7-bc57-44cf-addb-e58cd9b77a91,Tiempo interaccion,CX_Wise_Chats_MX-COV2/sheets/Tiempointeraccion,9e570532-759d-4404-b7b3-fddcec93f33f,CX_Wise_Chats_MX/CO,CX Wise Chat OUT
dd1547ed-bee9-498d-99b3-46645b16f2ca,Carrito_Abandonado_Global,CarritoAbandonadov2/sheets/Carrito_Abandonado_Global,d04c4531-de72-42d4-bfc7-2ff03e0f8e2f,Carrito Abandonado,
a7e6e116-3e72-49e2-94fb-9ae4e452c7fa,Resumen GLOBAL (3),CarritoAbandonadov2/sheets/ResumenGLOBAL3,d04c4531-de72-42d4-bfc7-2ff03e0f8e2f,Carrito Abandonado,
b715e34c-dec5-43f7-9a37-a0a4e5573bcb,FIN_Changelog_OC,Changelogs_OrdenesdeCompra/sheets/FIN_Changelog_OC,590f78a7-c0e3-4673-ad99-a4a460f03a2b,Changelogs_Ordenes de Compra,Sistemas y tecnología
bd1346bc-39b3-4767-b51b-c0845468d7fb,Analitico LATAM,TESTCheckingAccountMinoristasLATAMV2/sheets/AnaliticoLATAM2,7d4ec549-63b2-43d8-a92a-bd573e9c49d6,Checking Account Minoristas LATAM V2,Checking Account
ea5add07-7822-455d-8f89-f250b96c726a,FIN_ALERTA_2,TESTCheckingAccountMinoristasLATAMV2/sheets/FIN_ALERTA_2,7d4ec549-63b2-43d8-a92a-bd573e9c49d6,Checking Account Minoristas LATAM V2,Checking Account
2d956028-b844-4208-a25a-2b757c913b75,FIN_CA_LATAM,TESTCheckingAccountMinoristasLATAMV2/sheets/FIN_CA_LATAM,7d4ec549-63b2-43d8-a92a-bd573e9c49d6,Checking Account Minoristas LATAM V2,Checking Account
2a85c337-e850-4c69-ba95-72077ab491cc,Tablero_Cuentas_May_20,TESTCheckingAccountMinoristasLATAMV2/sheets/FIN_ALERTA_1,7d4ec549-63b2-43d8-a92a-bd573e9c49d6,Checking Account Minoristas LATAM V2,Checking Account
1e7da02d-f6b6-48df-9476-c904ea04b281,Hoja 1,ClaimLATAMV2/sheets/Hoja1,2fce2bb4-1428-4fa3-bf60-909302085436,Claim LATAM V2,Validaciones
31f2e057-6a7b-4ad4-83ef-fa651c459b46,FIN_CONCI_MP,TESTConciliacionMP/sheets/FIN_CONCI_MP,bcb69ea2-f7de-4878-81f7-b6d7b200288d,Conciliacion MP,Payments
26656ed7-0ad9-4c5c-91f0-b5461efc0b50,FIN_CONCILIACION_ANALITICO,TESTConciliacinUnificada/sheets/FIN_CONCILIACION_ANALITICO,c9130bbe-4cfd-4e17-9dee-14da246afb61,Conciliación Unificada,Payments
